f.132040.0.0	Source of report of N22 (calculus of urinary tract in diseases classified elsewhere)
f.132042.0.0	Source of report of N23 (unspecified renal colic)
f.132044.0.0	Source of report of N25 (disorders resulting from impaired renal tubular function)
f.132046.0.0	Source of report of N26 (unspecified contracted kidney)
f.132048.0.0	Source of report of N27 (small kidney of unknown cause)
f.132050.0.0	"Source of report of N28 (other disorders of kidney and ureter, not elsewhere classified)"
f.132052.0.0	Source of report of N29 (other disorders of kidney and ureter in diseases classified elsewhere)
f.132054.0.0	Source of report of N30 (cystitis)
f.132056.0.0	"Source of report of N31 (neuromuscular dysfunction of bladder, not elsewhere classified)"
f.132058.0.0	Source of report of N32 (other disorders of bladder)
f.132060.0.0	Source of report of N33 (bladder disorders in diseases classified elsewhere)
f.132062.0.0	Source of report of N34 (urethritis and urethral syndrome)
f.132064.0.0	Source of report of N35 (urethral stricture)
f.132066.0.0	Source of report of N36 (other disorders of urethra)
f.132068.0.0	Source of report of N37 (urethral disorders in diseases classified elsewhere)
f.132070.0.0	Source of report of N39 (other disorders of urinary system)
f.132072.0.0	Source of report of N40 (hyperplasia of prostate)
f.132074.0.0	Source of report of N41 (inflammatory diseases of prostate)
f.132076.0.0	Source of report of N42 (other disorders of prostate)
f.132078.0.0	Source of report of N43 (hydrocele and spermatocele)
f.132080.0.0	Source of report of N44 (torsion of testis)
f.132082.0.0	Source of report of N45 (orchitis and epididymitis)
f.132084.0.0	Source of report of N46 (male infertility)
f.132086.0.0	"Source of report of N47 (redundant prepuce, phimosis and paraphimosis)"
f.132088.0.0	Source of report of N48 (other disorders of penis)
f.132090.0.0	"Source of report of N49 (inflammatory disorders of male genital organs, not elsewhere classified)"
f.132092.0.0	Source of report of N50 (other disorders of male genital organs)
f.132094.0.0	Source of report of N51 (disorders of male genital organs in diseases classified elsewhere)
f.132096.0.0	Source of report of N60 (benign mammary dysplasia)
f.132098.0.0	Source of report of N61 (inflammatory disorders of breast)
f.132100.0.0	Source of report of N62 (hypertrophy of breast)
f.132102.0.0	Source of report of N63 (unspecified lump in breast)
f.132104.0.0	Source of report of N64 (other disorders of breast)
f.132106.0.0	Source of report of N70 (salpingitis and oophoritis)
f.132108.0.0	"Source of report of N71 (inflammatory disease of uterus, except cervix)"
f.132110.0.0	Source of report of N72 (inflammatory disease of cervix uteri)
f.132112.0.0	Source of report of N73 (other female pelvic inflammatory diseases)
f.132114.0.0	Source of report of N74 (female pelvic inflammatory disorders in diseases classified elsewhere)
f.132116.0.0	Source of report of N75 (diseases of bartholin's gland)
f.132118.0.0	Source of report of N76 (other inflammation of vagina and vulva)
f.132120.0.0	Source of report of N77 (vulvovaginal ulceration and inflammation in diseases classified elsewhere)
f.132122.0.0	Source of report of N80 (endometriosis)
f.132124.0.0	Source of report of N81 (female genital prolapse)
f.132126.0.0	Source of report of N82 (fistulae involving female genital tract)
f.132128.0.0	"Source of report of N83 (noninflammatory disorders of ovary, fallopian tube and broad ligament)"
f.132130.0.0	Source of report of N84 (polyp of female genital tract)
f.132132.0.0	"Source of report of N85 (other noninflammatory disorders of uterus, except cervix)"
f.132134.0.0	Source of report of N86 (erosion and ectropion of cervix uteri)
f.132136.0.0	Source of report of N87 (dysplasia of cervix uteri)
f.132138.0.0	Source of report of N88 (other noninflammatory disorders of cervix uteri)
f.132140.0.0	Source of report of N89 (other noninflammatory disorders of vagina)
f.132142.0.0	Source of report of N90 (other noninflammatory disorders of vulva and perineum)
f.132144.0.0	"Source of report of N91 (absent, scanty and rare menstruation)"
f.132146.0.0	"Source of report of N92 (excessive, frequent and irregular menstruation)"
f.132148.0.0	Source of report of N93 (other abnormal uterine and vaginal bleeding)
f.132150.0.0	Source of report of N94 (pain and other conditions associated with female genital organs and menstrual cycle)
f.132152.0.0	Source of report of N95 (menopausal and other perimenopausal disorders)
f.132154.0.0	Source of report of N96 (habitual aborter)
f.132156.0.0	Source of report of N97 (female infertility)
f.132158.0.0	Source of report of N98 (complications associated with artificial fertilisation)
f.132160.0.0	"Source of report of N99 (postprocedural disorders of genito-urinary system, not elsewhere classified)"
f.132162.0.0	Source of report of O00 (ectopic pregnancy)
f.132164.0.0	Source of report of O01 (hydatidiform mole)
f.132166.0.0	Source of report of O02 (other abnormal products of conception)
f.132168.0.0	Source of report of O03 (spontaneous abortion)
f.132170.0.0	Source of report of O04 (medical abortion)
f.132172.0.0	Source of report of O05 (other abortion)
f.132174.0.0	Source of report of O06 (unspecified abortion)
f.132176.0.0	Source of report of O07 (failed attempted abortion)
f.132178.0.0	Source of report of O08 (complications following abortion and ectopic and molar pregnancy)
f.132180.0.0	"Source of report of O10 (pre-existing hypertension complicating pregnancy, childbirth and the puerperium)"
f.132182.0.0	Source of report of O11 (pre-existing hypertensive disorder with superimposed proteinuria)
f.132184.0.0	Source of report of O12 (gestational [pregnancy-induced] oedema and proteinuria without hypertension)
f.132186.0.0	Source of report of O13 (gestational [pregnancy-induced] hypertension without significant proteinuria)
f.132188.0.0	Source of report of O14 (gestational [pregnancy-induced] hypertension with significant proteinuria)
f.132190.0.0	Source of report of O15 (eclampsia)
f.132192.0.0	Source of report of O16 (unspecified maternal hypertension)
f.132194.0.0	Source of report of O20 (haemorrhage in early pregnancy)
f.132196.0.0	Source of report of O21 (excessive vomiting in pregnancy)
f.132198.0.0	Source of report of O22 (venous complications in pregnancy)
f.132200.0.0	Source of report of O23 (infections of genito-urinary tract in pregnancy)
f.132202.0.0	Source of report of O24 (diabetes mellitus in pregnancy)
f.132204.0.0	Source of report of O25 (malnutrition in pregnancy)
f.132206.0.0	Source of report of O26 (maternal care for other conditions predominantly related to pregnancy)
f.132208.0.0	Source of report of O28 (abnormal findings on antenatal screening of mother)
f.132210.0.0	Source of report of O29 (complications of anaesthesia during pregnancy)
f.132212.0.0	Source of report of O30 (multiple gestation)
f.132214.0.0	Source of report of O31 (complications specific to multiple gestation)
f.132216.0.0	Source of report of O32 (maternal care for known or suspected malpresentation of foetus)
f.132218.0.0	Source of report of O33 (maternal care for known or suspected disproportion)
f.132220.0.0	Source of report of O34 (maternal care for known or suspected abnormality of pelvic organs)
f.132222.0.0	Source of report of O35 (maternal care for known or suspected foetal abnormality and damage)
f.132224.0.0	Source of report of O36 (maternal care for other known or suspected foetal problems)
f.132226.0.0	Source of report of O40 (polyhydramnios)
f.132228.0.0	Source of report of O41 (other disorders of amniotic fluid and membranes)
f.132230.0.0	Source of report of O42 (premature rupture of membranes)
f.132232.0.0	Source of report of O43 (placental disorders)
f.132234.0.0	Source of report of O44 (placenta praevia)
f.132236.0.0	Source of report of O45 (premature separation of placenta [abruptio placentae])
f.132238.0.0	"Source of report of O46 (antepartum haemorrhage, not elsewhere classified)"
f.132240.0.0	Source of report of O47 (false labour)
f.132242.0.0	Source of report of O48 (prolonged pregnancy)
f.132244.0.0	Source of report of O60 (preterm delivery)
f.132246.0.0	Source of report of O61 (failed induction of labour)
f.132248.0.0	Source of report of O62 (abnormalities of forces of labour)
f.132250.0.0	Source of report of O63 (long labour)
f.132252.0.0	Source of report of O64 (obstructed labour due to malposition and malpresentation of foetus)
f.132254.0.0	Source of report of O65 (obstructed labour due to maternal pelvic abnormality)
f.132256.0.0	Source of report of O66 (other obstructed labour)
f.132258.0.0	"Source of report of O67 (labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified)"
f.132260.0.0	Source of report of O68 (labour and delivery complicated by foetal stress [distress])
f.132262.0.0	Source of report of O69 (labour and delivery complicated by umbilical cord complications)
f.132264.0.0	Source of report of O70 (perineal laceration during delivery)
f.132266.0.0	Source of report of O71 (other obstetric trauma)
f.132268.0.0	Source of report of O72 (postpartum haemorrhage)
f.132270.0.0	"Source of report of O73 (retained placenta and membranes, without haemorrhage)"
f.132272.0.0	Source of report of O74 (complications of anaesthesia during labour and delivery)
f.132274.0.0	"Source of report of O75 (other complications of labour and delivery, not elsewhere classified)"
f.132276.0.0	Source of report of O80 (single spontaneous delivery)
f.132278.0.0	Source of report of O81 (single delivery by forceps and vacuum extractor)
f.132280.0.0	Source of report of O82 (single delivery by caesarean section)
f.132282.0.0	Source of report of O83 (other assisted single delivery)
f.132284.0.0	Source of report of O84 (multiple delivery)
f.132286.0.0	Source of report of O85 (puerperal sepsis)
f.132288.0.0	Source of report of O86 (other puerperal infections)
f.132290.0.0	Source of report of O87 (venous complications in the puerperium)
f.132292.0.0	Source of report of O88 (obstetric embolism)
f.132294.0.0	Source of report of O89 (complications of anaesthesia during the puerperium)
f.132296.0.0	"Source of report of O90 (complications of the puerperium, not elsewhere classified)"
f.132298.0.0	Source of report of O91 (infections of breast associated with childbirth)
f.132300.0.0	Source of report of O92 (other disorders of breast and lactation associated with childbirth)
f.132302.0.0	"Source of report of O94 (sequelae of complication of pregnancy, childbirth and the puerperium)"
f.132306.0.0	Source of report of O96 (death from any obstetric cause occurring more than 42 days but less than one year after delivery)
f.132310.0.0	"Source of report of O98 (maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium)"
f.132312.0.0	"Source of report of O99 (other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium)"
f.132314.0.0	Source of report of P00 (foetus and newborn affected by maternal conditions that may be unrelated to present pregnancy)
f.132318.0.0	"Source of report of P02 (foetus and newborn affected by complications of placenta, cord and membranes)"
f.132320.0.0	Source of report of P03 (foetus and newborn affected by other complications of labour and delivery)
f.132322.0.0	Source of report of P04 (foetus and newborn affected by noxious influences transmitted via placenta or breast milk)
f.132324.0.0	Source of report of P05 (slow foetal growth and foetal malnutrition)
f.132326.0.0	"Source of report of P07 (disorders related to short gestation and low birth weight, not elsewhere classified)"
f.132328.0.0	Source of report of P08 (disorders related to long gestation and high birth weight)
f.132330.0.0	Source of report of P10 (intracranial laceration and haemorrhage due to birth injury)
f.132332.0.0	Source of report of P11 (other birth injuries to central nervous system)
f.132334.0.0	Source of report of P12 (birth injury to scalp)
f.132336.0.0	Source of report of P13 (birth injury to skeleton)
f.132338.0.0	Source of report of P14 (birth injury to peripheral nervous system)
f.132340.0.0	Source of report of P15 (other birth injuries)
f.132342.0.0	Source of report of P20 (intra-uterine hypoxia)
f.132344.0.0	Source of report of P21 (birth asphyxia)
f.132346.0.0	Source of report of P22 (respiratory distress of newborn)
f.132348.0.0	Source of report of P23 (congenital pneumonia)
f.132350.0.0	Source of report of P24 (neonatal aspiration syndromes)
f.132352.0.0	Source of report of P25 (interstitial emphysema and related conditions originating in the perinatal period)
f.132354.0.0	Source of report of P26 (pulmonary haemorrhage originating in the perinatal period)
f.132356.0.0	Source of report of P27 (chronic respiratory disease originating in the perinatal period)
f.132358.0.0	Source of report of P28 (other respiratory conditions originating in the perinatal period)
f.132360.0.0	Source of report of P29 (cardiovascular disorders originating in the perinatal period)
f.132362.0.0	Source of report of P35 (congenital viral diseases)
f.132364.0.0	Source of report of P36 (bacterial sepsis of newborn)
f.132366.0.0	Source of report of P37 (other congenital infectious and parasitic diseases)
f.132368.0.0	Source of report of P38 (omphalitis of newborn with or without mild haemorrhage)
f.132370.0.0	Source of report of P39 (other infections specific to the perinatal period)
f.132372.0.0	Source of report of P50 (foetal blood loss)
f.132374.0.0	Source of report of P51 (umbilical haemorrhage of newborn)
f.132376.0.0	Source of report of P52 (intracranial nontraumatic haemorrhage of foetus and newborn)
f.132378.0.0	Source of report of P53 (haemorrhagic disease of foetus and newborn)
f.132380.0.0	Source of report of P54 (other neonatal haemorrhages)
f.132382.0.0	Source of report of P55 (haemolytic disease of foetus and newborn)
f.132388.0.0	Source of report of P58 (neonatal jaundice due to other excessive haemolysis)
f.132390.0.0	Source of report of P59 (neonatal jaundice from other and unspecified causes)
f.132394.0.0	Source of report of P61 (other perinatal haematological disorders)
f.132396.0.0	Source of report of P70 (transitory disorders of carbohydrate metabolism specific to foetus and newborn)
f.132398.0.0	Source of report of P71 (transitory neonatal disorders of calcium and magnesium metabolism)
f.132410.0.0	Source of report of P78 (other perinatal digestive system disorders)
f.132416.0.0	Source of report of P83 (other conditions of integument specific to foetus and newborn)
f.132420.0.0	Source of report of P91 (other disturbances of cerebral status of newborn)
f.132422.0.0	Source of report of P92 (feeding problems of newborn)
f.132426.0.0	Source of report of P94 (disorders of muscle tone of newborn)
f.132428.0.0	Source of report of P95 (foetal death of unspecified cause)
f.132430.0.0	Source of report of P96 (other conditions originating in the perinatal period)
f.132432.0.0	Source of report of Q00 (anencephaly and similar malformations)
f.132434.0.0	Source of report of Q01 (encephalocele)
f.132436.0.0	Source of report of Q02 (microcephaly)
f.132438.0.0	Source of report of Q03 (congenital hydrocephalus)
f.132440.0.0	Source of report of Q04 (other congenital malformations of brain)
f.132442.0.0	Source of report of Q05 (spina bifida)
f.132444.0.0	Source of report of Q06 (other congenital malformations of spinal cord)
f.132446.0.0	Source of report of Q07 (other congenital malformations of nervous system)
f.132448.0.0	"Source of report of Q10 (congenital malformations of eyelid, lachrymal apparatus and orbit)"
f.132450.0.0	"Source of report of Q11 (anophthalmos, microphthalmos and macrophthalmos)"
f.132452.0.0	Source of report of Q12 (congenital lens malformations)
f.132454.0.0	Source of report of Q13 (congenital malformations of anterior segment of eye)
f.132456.0.0	Source of report of Q14 (congenital malformations of posterior segment of eye)
f.132458.0.0	Source of report of Q15 (other congenital malformations of eye)
f.132460.0.0	Source of report of Q16 (congenital malformations of ear causing impairment of hearing)
f.132462.0.0	Source of report of Q17 (other congenital malformations of ear)
f.132464.0.0	Source of report of Q18 (other congenital malformations of face and neck)
f.132466.0.0	Source of report of Q20 (congenital malformations of cardiac chambers and connexions)
f.132468.0.0	Source of report of Q21 (congenital malformations of cardiac septa)
f.132470.0.0	Source of report of Q22 (congenital malformations of pulmonary and tricuspid valves)
f.132472.0.0	Source of report of Q23 (congenital malformations of aortic and mitral valves)
f.132474.0.0	Source of report of Q24 (other congenital malformations of heart)
f.132476.0.0	Source of report of Q25 (congenital malformations of great arteries)
f.132478.0.0	Source of report of Q26 (congenital malformations of great veins)
f.132480.0.0	Source of report of Q27 (other congenital malformations of peripheral vascular system)
f.132482.0.0	Source of report of Q28 (other congenital malformations of circulatory system)
f.132484.0.0	Source of report of Q30 (congenital malformations of nose)
f.132486.0.0	Source of report of Q31 (congenital malformations of larynx)
f.132488.0.0	Source of report of Q32 (congenital malformations of trachea and bronchus)
f.132490.0.0	Source of report of Q33 (congenital malformations of lung)
f.132492.0.0	Source of report of Q34 (other congenital malformations of respiratory system)
f.132494.0.0	Source of report of Q35 (cleft palate)
f.132496.0.0	Source of report of Q36 (cleft lip)
f.132498.0.0	Source of report of Q37 (cleft palate with cleft lip)
f.132500.0.0	"Source of report of Q38 (other congenital malformations of tongue, mouth and pharynx)"
f.132502.0.0	Source of report of Q39 (congenital malformations of oesophagus)
f.132504.0.0	Source of report of Q40 (other congenital malformations of upper alimentary tract)
f.132506.0.0	"Source of report of Q41 (congenital absence, atresia and stenosis of small intestine)"
f.132508.0.0	"Source of report of Q42 (congenital absence, atresia and stenosis of large intestine)"
f.132510.0.0	Source of report of Q43 (other congenital malformations of intestine)
f.132512.0.0	"Source of report of Q44 (congenital malformations of gallbladder, bile ducts and liver)"
f.132514.0.0	Source of report of Q45 (other congenital malformations of digestive system)
f.132516.0.0	"Source of report of Q50 (congenital malformations of ovaries, fallopian tubes and broad ligaments)"
f.132518.0.0	Source of report of Q51 (congenital malformations of uterus and cervix)
f.132520.0.0	Source of report of Q52 (other congenital malformations of female genitalia)
f.132522.0.0	Source of report of Q53 (undescended testicle)
f.132524.0.0	Source of report of Q54 (hypospadias)
f.132526.0.0	Source of report of Q55 (other congenital malformations of male genital organs)
f.132528.0.0	Source of report of Q56 (indeterminate sex and pseudohermaphroditism)
f.132530.0.0	Source of report of Q60 (renal agenesis and other reduction defects of kidney)
f.132532.0.0	Source of report of Q61 (cystic kidney disease)
f.132534.0.0	Source of report of Q62 (congenital obstructive defects of renal pelvis and congenital malformations of ureter)
f.132536.0.0	Source of report of Q63 (other congenital malformations of kidney)
f.132538.0.0	Source of report of Q64 (other congenital malformations of urinary system)
f.132540.0.0	Source of report of Q65 (congenital deformities of hip)
f.132542.0.0	Source of report of Q66 (congenital deformities of feet)
f.132544.0.0	"Source of report of Q67 (congenital musculoskeletal deformities of head, face, spine and chest)"
f.132546.0.0	Source of report of Q68 (other congenital musculoskeletal deformities)
f.132548.0.0	Source of report of Q69 (polydactyly)
f.132550.0.0	Source of report of Q70 (syndactyly)
f.132552.0.0	Source of report of Q71 (reduction defects of upper limb)
f.132554.0.0	Source of report of Q72 (reduction defects of lower limb)
f.132556.0.0	Source of report of Q73 (reduction defects of unspecified limb)
f.132558.0.0	Source of report of Q74 (other congenital malformations of limb(s))
f.132560.0.0	Source of report of Q75 (other congenital malformations of skull and face bones)
f.132562.0.0	Source of report of Q76 (congenital malformations of spine and bony thorax)
f.132564.0.0	Source of report of Q77 (osteochondrodysplasia with defects of growth of tubular bones and spine)
f.132566.0.0	Source of report of Q78 (other osteochondrodysplasias)
f.132568.0.0	"Source of report of Q79 (congenital malformations of musculoskeletal system, not elsewhere classified)"
f.132570.0.0	Source of report of Q80 (congenital ichthyosis)
f.132572.0.0	Source of report of Q81 (epidermolysis bullosa)
f.132574.0.0	Source of report of Q82 (other congenital malformations of skin)
f.132576.0.0	Source of report of Q83 (congenital malformations of breast)
f.132578.0.0	Source of report of Q84 (other congenital malformations of integument)
f.132580.0.0	"Source of report of Q85 (phakomatoses, not elsewhere classified)"
f.132582.0.0	"Source of report of Q86 (congenital malformation syndromes due to known exogenous causes, not elsewhere classified)"
f.132584.0.0	Source of report of Q87 (other specified congenital malformation syndromes affecting multiple systems)
f.132586.0.0	"Source of report of Q89 (other congenital malformations, not elsewhere classified)"
f.132588.0.0	Source of report of Q90 (down's syndrome)
f.132590.0.0	Source of report of Q91 (edwards' syndrome and patau's syndrome)
f.132592.0.0	"Source of report of Q92 (other trisomies and partial trisomies of the autosomes, not elsewhere classified)"
f.132594.0.0	"Source of report of Q93 (monosomies and deletions from the autosomes, not elsewhere classified)"
f.132596.0.0	"Source of report of Q95 (balanced rearrangements and structural markers, not elsewhere classified)"
f.132598.0.0	Source of report of Q96 (turner's syndrome)
f.132600.0.0	"Source of report of Q97 (other sex chromosome abnormalities, female phenotype, not elsewhere classified)"
f.132602.0.0	"Source of report of Q98 (other sex chromosome abnormalities, male phenotype, not elsewhere classified)"
f.132604.0.0	"Source of report of Q99 (other chromosome abnormalities, not elsewhere classified)"
